Accident_ID,Date,Time,State,City,Latitude,Longitude,Vehicle_Type,Number_of_Vehicles_Involved,Weather_Condition,Road_Type,Road_Surface_Condition,Light_Condition,Speed_Limit,Driver_Age,Driver_Gender,Severity,Fatalities,Serious_Injuries,Minor_Injuries,Total_Casualties
ACC01071,2022-07-11,06:00:41,Punjab,Punjab City 1,32.425865,76.4439,Two-Wheeler,3,Cloudy,Rural Road,Muddy,Dawn/Dusk,30,56,Female,Fatal,1,1,0,2
ACC01072,2024-11-07,04:58:01,West Bengal,West Bengal City 4,23.904901,89.261984,Auto-Rickshaw,4,Rainy,Bridge/Flyover,Dry,Dawn/Dusk,30,26,Male,Serious,0,2,1,3
ACC01073,2022-01-15,15:28:22,Telangana,Telangana City 5,18.625928,78.242045,Bicycle,2,Clear,Rural Road,Wet,Daylight,80,50,Female,Minor,0,0,3,3
ACC01074,2022-12-12,19:03:38,Andhra Pradesh,Rajasthan City 3,16.166963,78.265487,Car,2,Clear,Highway,Icy,Dark - Lit,80,46,Female,Minor,0,0,1,1
ACC01075,2022-04-15,15:23:27,West Bengal,West Bengal City 4,21.494804,87.209657,Car,2,Clear,Rural Road,Dry,Dark - Unlit,100,39,Male,Minor,0,0,3,3
ACC01076,2022-08-30,10:33:39,Delhi,Delhi City 4,29.229416,76.169798,Truck,2,Foggy,Rural Road,Wet,Daylight,100,30,Female,Serious,0,2,2,4
ACC01077,2023-03-22,11:05:53,Andhra Pradesh,Andhra Pradesh City 5,16.652539,79.889294,Pedestrian,1,Clear,Highway,Icy,Dawn/Dusk,30,53,Female,Serious,0,3,0,3
ACC01078,2022-01-13,22:24:38,West Bengal,West Bengal City 3,24.250114,87.172051,Truck,4,Stormy,Rural Road,Dry,Daylight,50,20,Male,Serious,0,2,1,3
ACC01079,2024-04-03,12:54:29,Maharashtra,Maharashtra City 1,20.871384,75.715461,Bus,2,Clear,Expressway,Wet,Daylight,80,44,Male,Fatal,1,1,0,2
ACC01080,2024-04-21,04:30:32,Andhra Pradesh,Andhra Pradesh City 4,15.159663,79.30875,Two-Wheeler,2,Clear,City Road,Under Construction,Dark - Lit,60,64,Female,Serious,0,1,1,2
ACC01081,2024-02-06,10:53:47,Gujarat,Gujarat City 4,21.930977,72.417188,Car,4,Clear,Bridge/Flyover,Under Construction,Daylight,60,46,Female,Serious,0,1,1,2
ACC01082,2022-11-28,05:05:33,Gujarat,Gujarat City 4,23.593391,70.326833,Two-Wheeler,1,Rainy,Rural Road,Wet,Daylight,40,27,Female,Fatal,1,0,0,1
ACC01083,2022-03-24,04:52:01,Rajasthan,Rajasthan City 4,28.218802,75.065798,Bicycle,3,Cloudy,Rural Road,Dry,Dark - Lit,100,74,Male,Minor,0,0,2,2
ACC01084,2024-09-08,09:40:38,Tamil Nadu,Tamil Nadu City 4,11.648478,78.751273,Bus,1,Clear,Bridge/Flyover,Icy,Dark - Lit,50,32,Female,Minor,0,0,2,2
ACC01085,2024-10-24,14:09:27,Uttar Pradesh,Uttar Pradesh City 1,26.267106,81.023502,Two-Wheeler,2,Rainy,Highway,Wet,Dark - Lit,50,59,Male,Minor,0,0,3,3
ACC01086,2023-04-30,01:53:40,Kerala,Kerala City 3,11.773494,76.848635,Bus,2,Foggy,Bridge/Flyover,Dry,Dawn/Dusk,60,24,Female,Serious,0,2,1,3
ACC01087,2023-08-01,17:41:31,Tamil Nadu,Tamil Nadu City 4,11.627296,78.734017,Car,2,Clear,Bridge/Flyover,Wet,Dark - Lit,40,26,Female,Minor,0,0,3,3
ACC01088,2022-08-24,09:35:41,Telangana,Telangana City 2,17.83123,79.553045,Bicycle,3,Cloudy,Expressway,Wet,Dawn/Dusk,100,48,Male,Fatal,3,0,0,3
ACC01089,2024-10-25,22:14:58,Uttar Pradesh,Uttar Pradesh City 2,26.581796,82.145791,Pedestrian,2,Clear,Bridge/Flyover,Wet,Dark - Lit,30,74,Male,Serious,0,3,2,5
ACC01090,2024-04-01,01:23:48,Delhi,Delhi City 2,28.514065,76.826231,Car,2,Clear,Expressway,Dry,Dark - Lit,30,51,Male,Fatal,3,2,1,6
ACC01091,2024-02-18,14:49:45,Madhya Pradesh,Madhya Pradesh City 3,22.431703,77.564935,Bicycle,3,Rainy,City Road,Wet,Dark - Unlit,60,73,Female,Minor,0,0,3,3
ACC01092,2022-05-06,18:33:48,Rajasthan,Rajasthan City 1,26.684175,75.107895,Truck,1,Cloudy,Highway,Under Construction,Dark - Unlit,50,29,Female,Minor,0,0,2,2
ACC01093,2024-05-06,08:59:30,Gujarat,Gujarat City 1,21.150954,70.726881,Car,2,Cloudy,Highway,Dry,Daylight,100,46,Female,Serious,0,2,0,2
ACC01094,2023-03-11,10:23:17,West Bengal,West Bengal City 3,23.203999,88.182415,Auto-Rickshaw,1,Clear,Highway,Icy,Dark - Lit,50,43,Female,Minor,0,0,3,3
ACC01095,2024-01-15,12:10:15,Delhi,Delhi City 1,29.166308,76.299563,Two-Wheeler,3,Clear,Highway,Muddy,Dark - Lit,50,46,Female,Minor,0,0,2,2
ACC01096,2024-01-11,21:26:29,Madhya Pradesh,Madhya Pradesh City 5,22.587971,78.215129,Truck,3,Clear,City Road,Under Construction,Dark - Lit,80,27,Female,Serious,0,2,1,3
ACC01097,2022-06-28,03:52:21,Uttar Pradesh,Uttar Pradesh City 5,26.200644,80.301635,Two-Wheeler,2,Foggy,Highway,Muddy,Dark - Lit,40,68,Female,Serious,0,2,2,4
ACC01098,2022-07-22,02:43:34,Madhya Pradesh,Madhya Pradesh City 5,23.896576,78.044104,Truck,2,Clear,Rural Road,Icy,Dark - Lit,80,24,Male,Minor,0,0,1,1
ACC01099,2022-03-31,04:39:15,Karnataka,Karnataka City 4,15.039219,76.763784,Auto-Rickshaw,1,Stormy,Rural Road,Muddy,Dark - Unlit,50,70,Female,Minor,0,0,1,1
ACC01100,2022-08-29,15:52:43,Tamil Nadu,Tamil Nadu City 4,9.925641,77.856236,Bus,2,Clear,Bridge/Flyover,Muddy,Daylight,40,59,Female,Minor,0,0,1,1
ACC01101,2022-09-22,10:32:45,Maharashtra,Maharashtra City 5,20.366069,74.940916,Two-Wheeler,4,Clear,City Road,Icy,Dawn/Dusk,100,18,Male,Fatal,1,1,0,2
ACC01102,2022-12-05,15:56:16,Bihar,Bihar City 5,24.883007,85.598192,Bus,2,Cloudy,Bridge/Flyover,Icy,Dawn/Dusk,80,25,Female,Fatal,3,2,1,6
ACC01103,2023-02-28,06:42:05,Maharashtra,Maharashtra City 2,20.823292,75.632306,Auto-Rickshaw,4,Clear,City Road,Muddy,Daylight,80,74,Female,Minor,0,0,1,1
ACC01104,2024-10-28,19:07:02,Delhi,Delhi City 3,28.889493,78.431322,Pedestrian,2,Cloudy,City Road,Under Construction,Dark - Unlit,80,41,Male,Minor,0,0,1,1
ACC01105,2022-12-17,08:09:10,Maharashtra,Maharashtra City 5,20.619924,76.127886,Car,3,Rainy,Rural Road,Dry,Dark - Lit,50,18,Male,Fatal,1,1,0,2
ACC01106,2023-07-08,01:52:32,Kerala,Kerala City 2,12.349255,76.944794,Pedestrian,2,Rainy,City Road,Muddy,Daylight,30,58,Female,Fatal,1,2,0,3
ACC01107,2024-01-26,11:49:00,Tamil Nadu,Tamil Nadu City 5,10.156739,77.692674,Truck,2,Hazy,City Road,Icy,Dark - Unlit,50,66,Male,Serious,0,3,0,3
ACC01108,2022-01-22,12:56:33,Karnataka,Karnataka City 3,14.67556,76.58852,Car,1,Rainy,Rural Road,Dry,Daylight,100,53,Female,Serious,0,2,0,2
ACC01109,2023-06-12,22:48:01,Kerala,Kerala City 5,10.142899,75.631724,Auto-Rickshaw,1,Cloudy,City Road,Icy,Dark - Lit,50,33,Female,Minor,0,0,3,3
ACC01110,2023-02-22,21:10:39,Kerala,Kerala City 4,10.211773,76.980384,Car,1,Clear,Expressway,Wet,Dawn/Dusk,50,27,Male,Minor,0,0,3,3
ACC01111,2024-09-08,03:24:40,West Bengal,West Bengal City 2,22.768367,88.016964,Bus,3,Clear,City Road,Wet,Dark - Lit,80,37,Female,Minor,0,0,2,2
ACC01112,2023-01-05,23:34:37,Delhi,Delhi City 1,29.785641,77.292851,Truck,3,Cloudy,City Road,Wet,Dawn/Dusk,100,71,Male,Fatal,1,1,1,3
ACC01113,2022-05-23,05:13:31,Tamil Nadu,Tamil Nadu City 4,10.580739,78.562162,Car,1,Clear,Expressway,Icy,Daylight,100,40,Male,Minor,0,0,1,1
ACC01114,2022-01-25,21:57:54,Tamil Nadu,Tamil Nadu City 4,10.074179,77.456056,Bus,2,Clear,Highway,Dry,Daylight,100,59,Male,Minor,0,0,3,3
ACC01115,2022-09-28,09:02:30,Bihar,Bihar City 1,24.899753,86.209076,Truck,3,Hazy,City Road,Muddy,Daylight,30,25,Male,Minor,0,0,1,1
ACC01116,2023-11-25,03:05:36,Karnataka,Karnataka City 2,14.358971,74.509291,Bus,3,Clear,Bridge/Flyover,Icy,Dark - Lit,50,37,Female,Minor,0,0,3,3
ACC01117,2024-09-07,05:37:32,Karnataka,Karnataka City 1,13.984143,75.816412,Auto-Rickshaw,2,Cloudy,Rural Road,Muddy,Daylight,30,26,Male,Serious,0,2,0,2
ACC01118,2022-07-30,19:49:47,Delhi,Delhi City 1,30.125734,78.497311,Auto-Rickshaw,2,Clear,Expressway,Wet,Daylight,40,47,Male,Serious,0,2,1,3
ACC01119,2023-04-10,15:33:05,Rajasthan,Rajasthan City 2,25.893303,75.606588,Truck,4,Stormy,Rural Road,Wet,Dawn/Dusk,100,30,Male,Minor,0,0,2,2
ACC01120,2024-10-04,06:10:24,Tamil Nadu,Tamil Nadu City 2,12.342341,77.629588,Two-Wheeler,3,Clear,Rural Road,Under Construction,Daylight,80,28,Female,Minor,0,0,2,2
ACC01121,2022-08-31,13:07:30,Andhra Pradesh,Andhra Pradesh City 1,16.184055,80.397599,Two-Wheeler,2,Clear,Bridge/Flyover,Wet,Dark - Lit,60,26,Female,Minor,0,0,1,1
ACC01122,2023-01-07,15:28:57,Uttar Pradesh,Uttar Pradesh City 3,26.598855,80.796554,Auto-Rickshaw,1,Clear,Rural Road,Under Construction,Daylight,50,21,Female,Minor,0,0,3,3
ACC01123,2024-01-26,09:39:46,Bihar,Rajasthan City 3,26.32523,86.153872,Pedestrian,1,Clear,Highway,Icy,Dark - Lit,50,46,Male,Minor,0,0,3,3
ACC01124,2024-03-10,16:15:49,Telangana,Telangana City 4,19.33876,79.421668,Pedestrian,2,Clear,Highway,Dry,Dawn/Dusk,100,42,Female,Serious,0,2,0,2
ACC01125,2022-10-24,03:17:35,Gujarat,Gujarat City 2,21.361896,71.83541,Car,1,Clear,Expressway,Under Construction,Dark - Unlit,60,33,Female,Fatal,2,1,0,3
ACC01126,2024-09-12,15:04:16,Punjab,Punjab City 3,31.159218,74.088744,Car,1,Clear,City Road,Icy,Dawn/Dusk,80,51,Female,Minor,0,0,1,1
ACC01127,2024-12-29,17:56:06,Madhya Pradesh,Madhya Pradesh City 5,22.043317,79.466293,Pedestrian,4,Clear,City Road,Icy,Daylight,80,18,Female,Fatal,1,1,1,3
ACC01128,2024-12-15,21:02:23,Bihar,Bihar City 2,25.20698,86.373365,Bicycle,3,Stormy,Highway,Wet,Dark - Unlit,30,55,Male,Minor,0,0,3,3
ACC01129,2022-02-05,13:11:40,Madhya Pradesh,Madhya Pradesh City 4,21.918198,78.689955,Car,1,Rainy,Highway,Dry,Dark - Unlit,50,46,Male,Minor,0,0,1,1
ACC01130,2023-08-27,16:45:44,Uttar Pradesh,Uttar Pradesh City 5,26.800207,79.784908,Bus,4,Clear,City Road,Wet,Dark - Lit,30,35,Male,Fatal,3,1,1,5
ACC01131,2022-08-29,05:12:33,Rajasthan,Rajasthan City 1,27.561701,75.296525,Bicycle,4,Rainy,Expressway,Under Construction,Daylight,100,20,Male,Minor,0,0,3,3
ACC01132,2022-06-01,17:21:38,Haryana,Haryana City 5,28.38225,76.993492,Pedestrian,1,Rainy,City Road,Dry,Dark - Lit,50,38,Male,Serious,0,2,0,2
ACC01133,2022-06-11,08:55:18,Tamil Nadu,Rajasthan City 3,12.411012,79.105365,Auto-Rickshaw,2,Clear,Expressway,Icy,Dark - Lit,60,46,Male,Minor,0,0,3,3
ACC01134,2024-12-16,10:54:17,West Bengal,West Bengal City 4,23.926539,88.95807,Bicycle,3,Clear,Rural Road,Icy,Daylight,50,37,Male,Serious,0,2,2,4
ACC01135,2022-11-16,02:11:04,Andhra Pradesh,Andhra Pradesh City 1,15.619116,80.187462,Auto-Rickshaw,1,Foggy,City Road,Muddy,Dark - Lit,30,43,Female,Fatal,3,0,0,3
ACC01136,2024-05-17,16:32:25,Madhya Pradesh,Madhya Pradesh City 3,23.004772,77.636774,Auto-Rickshaw,4,Stormy,Bridge/Flyover,Under Construction,Dark - Lit,60,30,Male,Minor,0,0,1,1
ACC01137,2023-07-11,03:20:50,Madhya Pradesh,Madhya Pradesh City 4,22.618188,79.431567,Car,1,Cloudy,City Road,Icy,Daylight,40,50,Female,Minor,0,0,1,1
ACC01138,2023-01-12,20:21:47,Punjab,Punjab City 1,31.348969,76.129885,Pedestrian,2,Clear,Expressway,Icy,Dark - Unlit,100,64,Female,Minor,0,0,3,3
ACC01139,2024-02-19,06:00:03,Maharashtra,Maharashtra City 3,18.978836,76.935096,Bicycle,4,Clear,Expressway,Wet,Dark - Unlit,30,29,Male,Minor,0,0,2,2
ACC01140,2022-06-09,13:12:20,Punjab,Punjab City 3,30.528439,74.965298,Two-Wheeler,1,Rainy,City Road,Under Construction,Dark - Lit,80,50,Male,Fatal,2,2,0,4
ACC01141,2022-05-14,07:42:55,Punjab,Punjab City 1,30.91549,75.913905,Pedestrian,2,Clear,Rural Road,Wet,Dark - Lit,100,32,Male,Fatal,3,1,0,4
ACC01142,2023-05-08,09:48:00,Tamil Nadu,Tamil Nadu City 5,11.43506,77.342049,Auto-Rickshaw,4,Cloudy,Highway,Muddy,Dawn/Dusk,30,61,Male,Minor,0,0,2,2
ACC01143,2023-10-07,03:23:37,Delhi,Delhi City 1,28.337017,76.660725,Truck,4,Clear,Rural Road,Icy,Dark - Lit,50,19,Female,Minor,0,0,3,3
ACC01144,2023-12-30,04:42:56,Telangana,Telangana City 1,19.414466,80.02487,Truck,2,Rainy,Expressway,Muddy,Daylight,80,22,Male,Minor,0,0,1,1
ACC01145,2022-02-18,21:22:42,Bihar,Bihar City 4,26.014498,84.916963,Bus,1,Stormy,Bridge/Flyover,Dry,Dark - Unlit,40,32,Male,Minor,0,0,1,1
ACC01146,2024-08-06,02:52:02,Andhra Pradesh,Andhra Pradesh City 1,14.660137,81.025523,Bicycle,2,Clear,City Road,Wet,Dark - Lit,100,35,Male,Minor,0,0,3,3
ACC01147,2024-10-24,18:47:52,Telangana,Telangana City 5,17.319028,79.50405,Bicycle,3,Cloudy,Bridge/Flyover,Under Construction,Dawn/Dusk,40,24,Female,Fatal,1,2,0,3
ACC01148,2023-08-19,13:07:07,Punjab,Punjab City 4,31.250663,73.840723,Two-Wheeler,4,Foggy,Expressway,Wet,Dark - Lit,80,54,Male,Serious,0,1,2,3
ACC01149,2022-11-09,20:38:24,Kerala,Kerala City 4,9.850293,76.589985,Two-Wheeler,3,Rainy,Highway,Wet,Dark - Unlit,80,38,Male,Minor,0,0,2,2
ACC01150,2024-10-18,03:25:35,West Bengal,West Bengal City 3,21.725609,87.429214,Car,4,Clear,Rural Road,Wet,Daylight,50,53,Female,Minor,0,0,1,1
ACC01151,2023-12-25,03:14:55,Tamil Nadu,Tamil Nadu City 2,12.007987,78.971409,Bicycle,1,Clear,Expressway,Under Construction,Dawn/Dusk,50,61,Female,Serious,0,3,2,5
ACC01152,2022-10-15,04:30:48,Punjab,Punjab City 4,32.076379,74.618199,Two-Wheeler,2,Rainy,Rural Road,Under Construction,Dawn/Dusk,60,61,Male,Fatal,1,2,1,4
ACC01153,2024-06-21,13:21:08,Madhya Pradesh,Madhya Pradesh City 5,22.815898,78.773076,Truck,4,Clear,Rural Road,Dry,Dawn/Dusk,80,38,Female,Fatal,2,1,1,4
ACC01154,2023-06-23,01:33:13,Punjab,Punjab City 1,30.101833,76.637944,Bicycle,1,Foggy,City Road,Muddy,Daylight,40,49,Male,Minor,0,0,1,1
ACC01155,2023-08-19,13:40:59,Uttar Pradesh,Uttar Pradesh City 5,25.756484,80.79271,Bus,1,Rainy,Highway,Wet,Dawn/Dusk,60,52,Male,Minor,0,0,1,1
ACC01156,2023-12-16,16:57:43,West Bengal,West Bengal City 5,22.961347,86.71924,Pedestrian,1,Rainy,Expressway,Dry,Daylight,40,63,Male,Minor,0,0,1,1
ACC01157,2024-03-23,15:46:09,Karnataka,Karnataka City 4,13.865523,75.061237,Truck,4,Cloudy,Highway,Under Construction,Dark - Unlit,80,41,Female,Fatal,2,0,1,3
ACC01158,2023-03-12,17:20:19,Tamil Nadu,Tamil Nadu City 3,9.732894,78.652698,Bus,3,Stormy,Highway,Muddy,Dark - Lit,60,40,Male,Minor,0,0,3,3
ACC01159,2023-03-14,11:39:27,Punjab,Punjab City 1,31.519517,74.063285,Auto-Rickshaw,2,Cloudy,Expressway,Dry,Dark - Unlit,60,21,Female,Minor,0,0,3,3
ACC01160,2023-03-14,01:58:08,Karnataka,Karnataka City 1,15.533279,74.236996,Pedestrian,4,Cloudy,Expressway,Under Construction,Dark - Unlit,100,32,Male,Serious,0,1,0,1
ACC01161,2022-06-21,05:09:37,Tamil Nadu,Tamil Nadu City 3,11.574306,77.215075,Bus,4,Rainy,Highway,Under Construction,Dawn/Dusk,60,39,Male,Minor,0,0,2,2
ACC01162,2023-06-16,06:42:07,Haryana,Haryana City 1,30.543783,76.035959,Two-Wheeler,4,Foggy,Expressway,Under Construction,Dark - Unlit,40,34,Male,Minor,0,0,1,1
ACC01163,2023-12-17,15:15:32,West Bengal,West Bengal City 4,23.267449,88.866715,Auto-Rickshaw,2,Foggy,City Road,Icy,Dark - Unlit,100,56,Female,Minor,0,0,2,2
ACC01164,2022-01-21,20:25:19,Bihar,Bihar City 5,26.588491,84.383632,Car,3,Clear,Highway,Muddy,Dark - Lit,50,58,Female,Fatal,1,1,1,3
ACC01165,2022-01-30,05:28:47,Andhra Pradesh,Andhra Pradesh City 4,15.657741,80.401,Car,3,Clear,Expressway,Under Construction,Daylight,100,60,Female,Minor,0,0,1,1
ACC01166,2023-06-23,18:57:28,Telangana,Telangana City 1,19.334251,79.933123,Bus,1,Clear,City Road,Icy,Daylight,30,45,Male,Minor,0,0,1,1
ACC01167,2023-01-20,15:17:53,Telangana,Telangana City 5,16.977444,79.122108,Pedestrian,4,Rainy,City Road,Muddy,Dawn/Dusk,40,43,Female,Minor,0,0,1,1
ACC01168,2023-03-06,06:57:35,Kerala,Kerala City 5,10.184431,75.74352,Two-Wheeler,3,Cloudy,Rural Road,Under Construction,Daylight,50,67,Female,Minor,0,0,2,2
ACC01169,2024-10-25,04:32:30,Telangana,Telangana City 4,18.191442,79.81189,Bicycle,2,Foggy,Expressway,Icy,Dawn/Dusk,50,74,Female,Minor,0,0,2,2
ACC01170,2024-05-22,19:02:52,Bihar,Bihar City 3,25.607161,84.18885,Two-Wheeler,3,Foggy,City Road,Icy,Dawn/Dusk,50,38,Male,Minor,0,0,3,3
ACC01171,2022-11-30,19:45:41,Rajasthan,Rajasthan City 4,27.679879,74.981441,Truck,2,Rainy,Expressway,Under Construction,Daylight,30,46,Male,Serious,0,2,0,2
ACC01172,2022-07-03,23:39:07,Maharashtra,Maharashtra City 5,18.967777,75.051583,Bus,2,Clear,Highway,Icy,Daylight,100,31,Female,Serious,0,3,0,3
ACC01173,2024-10-27,21:09:43,Bihar,Bihar City 1,24.985419,84.753302,Bicycle,1,Foggy,Rural Road,Icy,Dark - Lit,40,55,Female,Minor,0,0,2,2
ACC01174,2024-02-20,04:10:07,Karnataka,Karnataka City 4,15.917939,76.343365,Two-Wheeler,3,Rainy,Rural Road,Icy,Dawn/Dusk,100,23,Female,Minor,0,0,1,1
ACC01175,2022-01-16,13:38:25,Bihar,Bihar City 2,25.049042,86.470495,Auto-Rickshaw,3,Cloudy,Rural Road,Under Construction,Dark - Unlit,50,36,Female,Serious,0,2,0,2
ACC01176,2023-05-10,00:09:04,Andhra Pradesh,Andhra Pradesh City 4,17.385058,80.551313,Two-Wheeler,4,Clear,Highway,Dry,Dark - Lit,50,46,Female,Minor,0,0,1,1
ACC01177,2023-11-18,06:12:16,Punjab,Punjab City 4,31.990252,76.153674,Car,2,Rainy,Bridge/Flyover,Icy,Dark - Lit,80,20,Female,Minor,0,0,1,1
ACC01178,2022-04-16,21:02:20,Rajasthan,Rajasthan City 2,27.025807,74.535214,Bicycle,3,Clear,Expressway,Wet,Dawn/Dusk,50,35,Male,Serious,0,1,0,1
ACC01179,2024-06-14,08:24:33,Tamil Nadu,Tamil Nadu City 2,12.059311,79.819846,Auto-Rickshaw,4,Clear,Highway,Muddy,Dawn/Dusk,100,68,Female,Minor,0,0,1,1
ACC01180,2022-11-22,11:44:18,Karnataka,Karnataka City 1,16.661921,75.317053,Two-Wheeler,2,Cloudy,Highway,Icy,Daylight,100,55,Male,Minor,0,0,2,2
ACC01181,2022-02-26,22:30:15,Telangana,Telangana City 5,17.490046,78.992083,Two-Wheeler,3,Clear,Bridge/Flyover,Icy,Daylight,100,48,Male,Minor,0,0,1,1
ACC01182,2024-07-18,23:06:00,Kerala,Kerala City 3,10.71895,75.282305,Car,4,Clear,City Road,Wet,Dark - Unlit,40,23,Male,Minor,0,0,3,3
ACC01183,2024-02-14,09:29:01,Kerala,Kerala City 1,11.047242,76.914107,Truck,4,Clear,Highway,Wet,Daylight,100,64,Male,Minor,0,0,3,3
ACC01184,2022-08-16,16:42:58,Andhra Pradesh,Andhra Pradesh City 5,16.032273,81.143909,Two-Wheeler,4,Hazy,Highway,Wet,Dark - Unlit,50,26,Male,Fatal,2,0,0,2
ACC01185,2022-07-10,02:49:02,West Bengal,West Bengal City 3,24.332284,87.630074,Pedestrian,4,Clear,City Road,Icy,Daylight,60,56,Male,Minor,0,0,1,1
ACC01186,2024-04-27,02:40:43,West Bengal,West Bengal City 1,24.152825,87.463552,Car,1,Rainy,Expressway,Icy,Dark - Unlit,100,72,Female,Minor,0,0,1,1
ACC01187,2022-11-26,06:32:47,Delhi,Delhi City 1,28.502147,78.058284,Car,4,Clear,Bridge/Flyover,Muddy,Daylight,30,53,Female,Minor,0,0,1,1
ACC01188,2023-12-12,17:37:07,Punjab,Punjab City 5,32.126375,74.008007,Auto-Rickshaw,3,Cloudy,Highway,Wet,Dark - Unlit,30,43,Male,Minor,0,0,3,3
ACC01189,2022-03-02,19:30:48,Maharashtra,Maharashtra City 5,19.570665,76.709629,Auto-Rickshaw,2,Stormy,City Road,Wet,Dark - Unlit,30,27,Male,Minor,0,0,1,1
ACC01190,2022-03-02,11:55:31,Uttar Pradesh,Uttar Pradesh City 2,25.501522,79.581643,Two-Wheeler,4,Stormy,City Road,Under Construction,Dark - Unlit,60,26,Male,Minor,0,0,1,1
ACC01191,2022-07-08,12:41:25,Telangana,Telangana City 5,19.061001,78.746379,Bicycle,2,Cloudy,Rural Road,Icy,Dawn/Dusk,60,39,Female,Minor,0,0,2,2
ACC01192,2023-01-31,09:06:20,Uttar Pradesh,Uttar Pradesh City 2,26.508709,80.904576,Bicycle,3,Cloudy,Rural Road,Icy,Daylight,80,53,Female,Minor,0,0,3,3
ACC01193,2022-12-06,07:29:38,Telangana,Telangana City 4,16.699209,77.735195,Bus,1,Clear,Expressway,Icy,Dark - Unlit,50,30,Male,Minor,0,0,3,3
ACC01194,2024-02-24,15:37:50,Karnataka,Karnataka City 5,15.530938,74.37073,Truck,3,Cloudy,Rural Road,Dry,Dawn/Dusk,40,54,Male,Serious,0,3,0,3
ACC01195,2024-11-13,09:12:49,Punjab,Punjab City 4,32.219837,76.623024,Truck,1,Stormy,Bridge/Flyover,Muddy,Dark - Unlit,60,18,Male,Minor,0,0,2,2
ACC01196,2022-08-23,06:33:00,Bihar,Bihar City 3,23.91839,85.288344,Bus,4,Rainy,City Road,Under Construction,Dark - Lit,30,20,Male,Minor,0,0,2,2
ACC01197,2024-02-01,13:32:34,Uttar Pradesh,Uttar Pradesh City 3,26.442363,81.368159,Two-Wheeler,4,Rainy,Highway,Under Construction,Daylight,100,63,Female,Minor,0,0,3,3
ACC01198,2023-03-14,16:56:37,Punjab,Rajasthan City 3,31.65991,74.055942,Car,2,Clear,Bridge/Flyover,Icy,Dawn/Dusk,50,46,Male,Minor,0,0,1,1
ACC01199,2024-12-15,07:55:03,Tamil Nadu,Tamil Nadu City 5,9.723641,80.060597,Truck,3,Cloudy,Bridge/Flyover,Dry,Dawn/Dusk,100,28,Female,Minor,0,0,1,1
ACC01200,2023-10-13,11:39:18,Karnataka,Karnataka City 2,15.825515,77.12788,Two-Wheeler,4,Foggy,Expressway,Icy,Daylight,50,18,Female,Minor,0,0,2,2
ACC01201,2022-09-02,04:31:05,West Bengal,West Bengal City 2,22.227999,87.95626,Auto-Rickshaw,1,Clear,Rural Road,Muddy,Dawn/Dusk,40,32,Male,Minor,0,0,1,1
ACC01202,2023-08-07,00:38:57,Kerala,Kerala City 5,11.578494,76.754773,Two-Wheeler,3,Clear,Expressway,Under Construction,Dark - Lit,60,63,Male,Minor,0,0,3,3
ACC01203,2024-12-28,19:12:22,Maharashtra,Maharashtra City 3,21.076556,75.765479,Bicycle,2,Hazy,Highway,Dry,Dawn/Dusk,30,33,Female,Serious,0,1,2,3
ACC01204,2023-09-09,10:00:02,Gujarat,Gujarat City 3,21.345164,72.571706,Bus,3,Stormy,Highway,Muddy,Dark - Unlit,60,53,Male,Minor,0,0,3,3
ACC01205,2024-03-16,10:51:57,Telangana,Telangana City 4,17.884486,77.904555,Bus,3,Rainy,Highway,Under Construction,Daylight,30,39,Male,Serious,0,3,2,5
ACC01206,2022-04-08,00:22:42,Uttar Pradesh,Uttar Pradesh City 1,26.337964,79.576601,Truck,4,Clear,Expressway,Wet,Dark - Lit,30,38,Male,Serious,0,3,2,5
ACC01207,2024-01-26,19:34:18,Maharashtra,Maharashtra City 1,21.204787,77.047324,Truck,2,Foggy,Highway,Dry,Daylight,50,73,Male,Minor,0,0,3,3
ACC01208,2023-06-25,11:59:25,Telangana,Telangana City 5,19.158801,78.960405,Pedestrian,2,Clear,Expressway,Under Construction,Dark - Lit,40,26,Female,Minor,0,0,3,3
ACC01209,2022-09-03,04:35:52,Gujarat,Gujarat City 2,22.782561,71.589807,Pedestrian,3,Clear,Bridge/Flyover,Icy,Dawn/Dusk,100,30,Male,Serious,0,1,2,3
ACC01210,2024-12-04,19:12:32,Karnataka,Karnataka City 5,14.310825,75.298301,Bus,1,Rainy,Expressway,Under Construction,Dark - Unlit,100,26,Female,Minor,0,0,3,3
ACC01211,2023-04-08,03:20:32,Delhi,Delhi City 3,30.1613,77.283451,Bicycle,2,Rainy,Highway,Under Construction,Dark - Lit,100,48,Male,Serious,0,2,1,3
ACC01212,2022-06-09,02:44:09,West Bengal,West Bengal City 1,22.348777,87.631425,Car,4,Clear,Highway,Wet,Dawn/Dusk,60,65,Male,Minor,0,0,3,3
ACC01213,2024-09-25,03:48:21,Gujarat,Gujarat City 2,21.594652,69.874824,Pedestrian,3,Clear,Bridge/Flyover,Muddy,Dark - Unlit,50,43,Female,Serious,0,3,1,4
ACC01214,2022-11-12,18:22:07,Tamil Nadu,Tamil Nadu City 2,9.826802,79.231846,Car,3,Rainy,Rural Road,Icy,Dawn/Dusk,80,22,Male,Serious,0,1,0,1
ACC01215,2024-03-30,06:50:35,Tamil Nadu,Tamil Nadu City 3,12.542004,77.687146,Bus,1,Clear,City Road,Under Construction,Daylight,40,21,Female,Serious,0,3,2,5
